summary,rating,Topic
Outstanding company with great career opportunities,1,3
Senior Account Manager,1,2
Long Time Employee,1,2
Detached,0,1
Product Manager,1,2
Very quota-driven,1,0
Pays well with good benefits,1,1
Senior Engineering Program Manager,1,2
A place of changes,1,1
Good experience,1,2
Company under Satya is heading the right direction,1,3
Great Place to Work,1,3
Great place to work,1,3
good company,1,2
From superior to substandard...,1,1
Company is making bold bets to re-invent itself.,1,3
Microsoft pros and cons,1,0
"A great place to work, friendly and productive atmosphere, innovative environment. would highly recommend to a friend.",1,3
"Fun projects, good work life balance",1,3
Rewarding and satisfying.,1,3
Microsoft IT has been the worse place to work at in my entire career.,0,2
A new energy at Microsoft,1,0
Great company in a sea of disorienting change,1,2
"Fairly decent place to work at with nice benefits, great people, best in industry pay and awesome growth opportunities.",1,3
Management Training,1,0
Program Manager,1,2
"Excellent place to work, provided you find the right manager",1,1
"Excellent place to work, provided you find the right manager",1,1
Great,1,3
a good option to work,1,1
SMSG,1,2
Awesome!,1,0
Solid but slow rise,1,3
Nice career job--great exposure to cool technology--until the layoffs,1,3
Software Engineer,0,1
Former glory,1,1
Still finding it new bearings,1,1
amazing aweeeeeeeeeee and awesome and awesome,1,0
Good experience and culture,1,2
Great opportunity out of college,1,3
Great Place to work,1,3
Microsoft is coming back -- slowly,1,0
Very Challenging and Rewarding,1,3
Fast pace work environment with exciting challenges and great benefits,1,3
Ready to Leave,0,0
Supply Planner,1,0
Used to be a great company but needs to find its way,1,2
Amazing opportunities,1,3
Product Advisor,1,2
Great Place to Start Your Career,1,2
Fast pace work environment with exciting challenges and great benefits,1,3
Good experience and learning,1,2
"Cool work for interns, great work life balance",1,3
Software engineer,1,1
Software Engineer,1,1
"Good place to work , need to pay attention to internal compete",1,0
"Good company, too big for its own good",1,2
Very big IT empire,1,1
A great company to work for!,1,3
"Love working for Microsoft, challenges, innovations and perks",1,0
Hard work rewarded with recognition,1,1
Principal Software Engineer,1,1
"Great work/life balance, great benefits, no career development, limited opportunity for advancement",1,3
very good company to work for,1,2
"Large company, lots of diverse products",1,3
Sr Product Marketing Mananger,1,0
Many interesting products but maybe slow to change and can be very political depending on what team you are in,1,3
Microsoft,1,0
Good company with good perks and good people.,1,2
Not Worth It,0,3
"Fun place to work, helps you build a solid foundation for a technical career",1,3
Operator,1,3
A lot of money is spent to meet deadlines,0,1
Working at Microsoft,0,0
Politics and Bureaucracy,1,3
Group Manager,1,2
"A truly amazing company with lots of talent, potential and significant contributions to tech, research & community",1,0
"Great Pay, Awesome Benefits, Good-Ole-Boy Atmosphere",1,3
Great Entry Level Job,1,1
Love the company,1,1
Opportunity Manager,1,3
A cog in a wheel of a machine that believes it can have impact on everyone who touches technology,1,0
Meh,1,0
Ups and downs,1,2
Be prepared for lots of change,1,3
A decent place to work in,1,0
Great company but is moving slowly,1,3
good,1,2
Interesting place,1,3
MS review,1,3
Great company that is making the right changes,1,1
whatever,1,0
A great place to learn for life,1,3
Good Working experience,1,2
Perfectly good job,1,2
"Top notch company, but very political",1,3
great comp,1,3
great comp,1,3
"That Awkward Stage, Like Puberty",1,1
Great learning experience,1,2
Great company,1,3
Software engineer,1,1
Great company,1,3
Smart people. Experience may vary based on team.,1,2
Sloppy management staff,0,0
the same that it ever was,1,0
good company,1,2
Great Company,1,3
Established 1975,1,1
Stepchild as an acquired company,0,1
Microsoft was a great company to work for in many ways but the internal culture has to be a good fit.,1,3
Good people,1,2
Big ship,1,0
"Still a good employer, all things considered",1,2
Business Development,1,2
"Great people, challenging and creative",1,3
Time to Marinate...Not part of any recent RIFs,0,1
Great place to work!,1,3
Excellent Company,1,2
Great company,1,3
Interesting,0,3
"Excellent company, work life balance and great people",1,3
Going in a great direction under Satya,1,3
Smart,1,2
The good and the bad,1,3
Great place to work at,1,3
Services Executive,1,0
Decent place to work,1,0
"Great technologies, really smart people, but too many chefs in the kitchen",1,1
"Great place to work with smart people on software people use, but getting harder to feel relevant in the world.",1,3
Manager entry level,1,1
Work environment at Microsoft in software development teams,1,0
Could have been so much better!,1,2
A Bad Place to Work in the Valley,0,3
"Great company, many challenges, fast pace environment",1,3
"They may no longer use stack ranking, but the people managers and the culture haven't changed",0,1
"Good learning, good benefits",1,2
Nice place to work if you are in the right team,1,1
Product Marketing director,1,2
Pretty good company for learn and grow,1,2
Part Time Product Advisor,1,2
Principal Dev Manager,1,2
"Always Changing, Always the Same",1,2
Management needs an overhaul,1,0
Great company to work for overall. Quite a different experience though between corporate and the field.,1,2
I have been working at Microsoft from last 10 years,1,0
Account Executive Role,1,3
Business Planning,1,3
Microsoft is a good big company to work for,1,3
Microsoft in the Silicon Valley,1,1
"smart people, helpful management",1,0
Great to work! But it's a big company with all it's anchors...,1,3
A behemoth in flux,1,0
Eh... it's a job,1,0
SDE Intern,1,2
none,1,0
Dynamic Organization,1,1
A good place to work,1,2
Principal Test Manager,1,3
Software Engineer,1,1
Program Manager,0,2
Business Planner,1,0
Good company to work for,1,2
"Good for benefits, bad for sanity.",1,3
Fighting its own culture,0,0
Use to be a good company to work for.,0,2
Is Microsoft over the hill?,1,1
good company,1,2
"The Good, The Bad and the Ugly - (cue Clint Eastwood...)",1,1
Great place!,1,3
Great company to work for!,1,3
Good Experience,1,2
"Positive, methodical",1,3
Great Employer that treats employees as a valued resource.,1,0
Tough Transition,1,1
"Great company, getting old and tired",1,2
Bureaucratic & political but getting better,1,3
Microsoft Office,1,0
Middle management at Microsoft,1,0
Employment experience is completely manager-dependent,1,1
Good company. There is so much to learn with lots opportunity for growth. Fast paced environment,1,3
Great Company,1,3
Its very hard to break in as a new employee entering at senior level,1,1
Great Place,1,3
Microsoft,1,0
Great company,1,3
Consulting,1,0
Working for Microsoft,1,0
Probs of The Worlds Companies,1,1
"Great benefits, limited upward mobility and opportunity",1,3
Overall extremely positive.,1,3
A unique organization,1,3
Make an impact,1,2
It's a great place to work!,1,3
Great place to work if you can handle the politics,1,3
"Reasonable pay, good chances to grow",1,1
Sr. Solution Mgr,1,0
Great Company to Join after College,1,1
Pay for performance,1,0
Account Management,1,3
Love Microsoft now more than ever,1,1
Great benefits. Important projects. Huge teams.,1,0
Project Manager,1,0
The best job I ever had,1,2
"Microsoft, the new IBM",1,1
work environment and benefits,1,3
Fasten Seatbelt for Change,1,3
Good company undergoing lots of change,1,3
"Great company to learn, grow with, develop career, contribute to real change, and hone your negotiation skills",1,2
"Good company, but lacks passion and speed",1,0
It all balanced out,1,3
Best work culture,1,3
Three years in,1,1
Microsoft Laid Off,1,2
Big Company,1,3
Sr. Program Manager,1,2
Not what it once was,1,0
Excellent colleagues and supportive management,1,3
great place to work,1,3
Amazing people crippled by dysfunctional management,0,3
"Traditionally great company, but perhaps times are changing.",1,2
Great place to work!,1,3
"Good company to work for, balancing work and life is the employees responsibility.",1,3
"Great place to work, but doesn't necessarily create a clear career path for the future",1,0
Company under transition,1,1
Lots of potential,1,0
"Trying to change, but company culture still holding it back its potential",1,0
Premier Field Engineer,1,2
Business Development Manager,1,2
"Amazing company, amazing benefits, competitive salary.",1,3
Excellent,1,2
Good company in the Pacific Northwest,1,0
Great benefits,1,3
Politics... Politics... Politics...,0,3
Corporate Hunger Game,0,2
Good and bad things about working for Microsoft,1,2
Best company to work for,1,2
Excellent,1,2
"Program Manager, MACH",1,2
"happy working for an excellent manager, but probably would have quit if I had to work for someone else",1,0
A mixed bag,1,0
Great company,1,3
Not the same old microsoft anymore,1,0
Development Manager in Office Division,1,3
sdet,0,0
Great company if you get a great manager,1,3
Not what it once was,1,0
Satisfied as a Program Manager for MSFT,1,2
Bad senior management team,0,1
Program Manager II,0,2
Corporate cog,0,0
Assistant Store Manager,1,2
Long term and short term career,1,2
Its a very positive working environment,1,3
Its A Big Company...,0,3
Software Engineer II,1,1
satisfaction,1,0
Great company but watch your back,1,1
Great company and learning opportunity,1,3
Overall good work environment,1,2
Specialist Sales Executive,1,0
"Great until Senior levels, dirty politics after Senior(63) level and above",0,2
Watch your back,0,1
Not what it used to be,0,2
No ambition,1,1
I have enjoyed working here,1,0
Disappointing,1,3
so so,1,0
fab job with a great smart team,1,0
Salaries within the organization across various locatons,1,3
Awesome learning experiece,1,2
Good company to work for with lots of smart overachieving employees.,1,2
Sea change of improvement requires hard times,1,1
"Good benefit, but bad politics",1,2
Great Company to work for,1,3
"A great place to have worked for 15+ years, but lots of changes in the last year....Some good and some bad.",1,1
Great company with a lousy culture,1,3
One of the best companies to work for hands down.,1,2
Store Associate,0,1
Great place to work and learn,1,3
i have enjoyable job,1,3
Great Place to Work,1,3
Fast paced corporation,1,3
Good work-life balance but too big a company,1,3
Best in Technology Field,1,2
Principal Software Engineer,1,1
Great place to work,1,3
Learning & Development Manager,1,2
Some good things but a lot can be improved.,1,2
More bad than good,1,3
Best days behind it,1,1
Big machine,1,0
Microsoft Product Marketing Manager,1,2
Awesome place to work and build a career,1,3
Great company,1,3
Good experience,1,2
Turn10 - horrible place for a contract,0,3
"At first great, then became a nightmare",0,1
"An unhealthy place to be, and not improving.",0,3
"Okay to work for but oddly, dissociated from reality, experience dependent on manager quality.",1,2
Focused on HR metrics over performance,1,0
Good live-work balance but no growth,1,3
It was okay,1,3
IPE3,1,1
Many opportunities for working on a variety of projects,1,3
Technical PM,1,1
The,1,0
At Microsoft,1,0
Great Company,1,3
Great place to work,1,3
SDE II,1,0
Program Manager at Microsoft,1,2
Research Internship for PhD students,1,1
Down hill from here,0,1
"Political, finance is a relationship manager, not driving results",1,0
SDE for 2 years,1,2
"Good Pay, Good Co-workers, Talent everywhere",1,3
"Degrading, though you get access to cool technology before others.",1,0
Great Career and Compensation,1,2
The constant change at Microsoft,1,0
A Great Place to Work,1,3
Great place to learn and grow,1,3
Great company that treats employees well. Excellent benefits and salary,1,0
"Good people, lack of visioning",1,0
You won't miss it when leave,0,0
Used to love it,0,2
"Leave if you're there, don't come if you're not",0,2
I wouldn't want to work anywhere else!,1,3
Service Engineer II at Microsoft,1,0
Nice place to work,1,2
Reliability Engineer,1,0
Company in motion,1,0
Microsoft is again becoming a great place to work,1,3
"Awesome, Love coding new things",1,0
Challenging,0,3
FIRE THE CEO and other horrible Management,0,0
"Smart developers, PM org needs an overhaul",1,0
Absolutely the best experience I could hope for. I have an amazing team!,1,2
Constant Uncertainty,1,0
Great company but (now-former) stack rank mentality hurts company,1,1
Company Compensation,1,2
Was intern in 2014,1,0
Great Culture,1,3
"One of 18,000 gone - kind of OK with that.",0,1
not bad,1,3
Lots of recent changes,1,1
"Good people, too much politics",1,3
Great environment to learn about the business and deliver impact. Work with lots of smart people.,1,3
Great company to work for for a long time. Product units vary greatly in culture - choose wisely.,1,2
Company in transition,1,1
"Great Technology Exposure, Poor Leadership",0,0
"Great company, team and experience.",1,2
Microsot review,1,1
"Interesting work, broad impact, good people but frustrating",1,3
"Ideal place to gain experience, but may require leaving to achieve career trajectory",1,2
"Interesting work, smart people",1,3
Company with good talent needs to break through innovation rut,1,1
Unethical practices,0,0
All companies in one company,1,1
"Gone, but still a stockholder",1,2
The best company I worked for,1,2
New review system is counter-productive,1,1
Consistently trying to figure itself out,1,0
"Good benefits, great co-workers, suspect management",1,3
Too much politics - very disappointing,1,3
Mid-year review and promotion to the next level,1,1
Microsoft is OK,1,1
Decade in Microsoft PR,1,3
PM,1,1
Good place to work,1,2
Smart developers mixed with a bozo explosion of Peter-principal managers,0,3
Great Company,1,3
Program Manager,1,2
Great company for college hires,1,1
Great place to work,1,3
One of the Best places in the world to work,1,1
USED to be,0,2
So Good So far,1,2
Microsoft,1,0
Worst Company I worked for - Stupid managers managing smart people.. Office politics ==> Career smasher,0,0
Very political place,1,3
making progress,1,0
Director,1,3
SDEI,1,1
Messed up company seems to be finding it's way,1,1
Satisfied,1,0
Best company I have ever worked for!,1,2
Product Advisor,1,2
Generally good once you get used to pace and culture,1,2
"Great Engineers, Poor Management",0,0
Constant re-orgs and then laid off a few months after being hired,1,2
EPG Sales,1,2
"Great benefits, great people, but overly bureaucratic with a stagnant corporate structure.",1,2
Company to work for,1,3
Horrible Company,0,3
The company is good,1,2
In need of changes..,1,1
Good work/life balance allows you to enjoy time with the family.,1,3
Great,1,3
"have worked in many jobs within Microsoft, and had so much fun.",1,0
"One of the best employers, but has a clear room for improvement",1,0
Great job/benefits/culture,1,3
"An overall great experience, have learned a lot, grown a lot, but it's not without its frustrations.",1,3
Good place to work,1,2
Awefull place,0,3
Great company,1,3
A large technology company.,1,0
An okay starting point for your career,1,1
You could fare further and do worse.,1,3
Good for balance work and life,1,3
Excellent place to work for developers!,1,3
Retail vs. Corporate,0,3
Definitely one of the best places to be as a SW Engineer.,1,1
"Good company, bad management",1,3
"Change is good, but missing is how to keep people engaged",1,3
Mixed bag,0,0
Great Company to Work for,1,3
"Microsoft provides the full scope of the software industry, from hardware design to SaaS.",1,1
Changing and Inspiring for the Future,1,0
Went from stable to uncertain in 2014,1,0
Shadow of former self - still better than most,1,2
Microsoft is a great company if you want to work for a large corporation,1,0
Great company to work for,1,3
Helps to be in the Right Product Group,1,2
It all depends on your org,1,0
Great to have a budget,1,3
"Good culture, great minds",1,0
Software Engineer,1,1
Overall great place to work,1,2
"Great people, going through lots of change",1,3
Great Company,1,3
Great place to work...lots of potential!,1,3
Microsoft IT is the worst group,0,2
"Constantly Shifting Priorities, Poorly Trained Management, Huge Turnover",0,3
Evolution and People,1,3
Microsoft is a good company to work for.,1,2
anonymous review for Microsoft,1,0
Great work/life balance,1,3
Microsoft,0,0
Great benefits. A company with deep pockets.,0,2
Great company but it has to stop thinking that great talent can only be successful at its Seattle HQ,1,0
"20+ year career, varied experiences, the company where I",1,2
over all experience was good,1,2
"Great compensation, fixing mistakes, in a culture where you can have a life outside work",1,3
"Great company, but often burdened by middle management bureaucracy and resource challenges",1,0
Exciting place for young professionals to build their career,1,3
One hopefully soon to be remembered,1,1
Great Company to work for,1,3
Great place to work with brilliant individual contributors but less than stellar middle management,1,0
Everything is about politics,1,3
"Paid very well, too many long term employees",1,2
Intern review,1,1
Unbelievably caring and forward looking company.,1,0
Great place to start,1,2
"I'd go back, but with my eyes open.",1,0
Amazing Company,1,2
"High caliber people, big scale projects for the most part",1,3
Excellent. Except for rotten annual review process and managers who can ruin your career because they can.,1,3
Great Company,1,3
"Great company, interesting projects, politic sucks",1,3
My Experince at MSFT,1,3
Challenging,1,3
Great company,1,3
Operations Engineer OSG,1,1
"Great potential, poor application of resources.",1,0
Lots of fun but there's emphasis on sales .,1,3
"Working at Microsoft: Office, Support and Partner teams",1,0
Really nice place to work,1,3
OK,1,1
"Consumer Product Advisor is a good job, not a career",1,2
Are you a disruptor or a number?,1,0
"Great compensation & benefits. But overall lack of career opportunities, and lacks work/life balance",1,3
"Good, but could be better",1,2
A learning experience,1,2
Great place to work,1,3
IT Associate Consultant,1,0
You really can do things you've never imagined,1,2
In Short,1,3
A great place to learn and grow,1,3
via Volt,0,0
OK place to work,1,3
Average place. Not a place for innovation. Too much politics.,1,1
Not the best place to be right now,0,2
15 year veteran of Microsoft,1,0
Senior Product Manager,1,2
What MS needs to be competitive is a fundamental culture change and to stop internal bickering,1,3
"Smart colleagues, heavy processes.",1,3
"Experience was extremely positive as long as I was wanted by my manager, then he decided it was time for me to go",1,2
great company for people with families,1,3
Working with lots of smart people,1,3
Software Engineer 2,1,1
Great Pay - Terrible crippling politics,0,3
MS is changing,1,3
Overall good,1,2
"Great benefits, but horrible politics",0,3
"I was privileged to work at Microsoft for the past 12 years as an FTE, and as a contractor for 2 years prior to that.",1,1
Great company being taken down by a new CEO.,0,2
Microsoft,1,0
Pockets of excellence in otherwise mediocre company,1,1
Not my cup of tea,1,0
Sales,1,0
Lots of people running around doing a lot of nothing,0,3
Great Experience at Microsoft,1,0
Microsoft is a great company to work for with a lot of excellent engineers,1,3
Welcome to Cloud Operations!,1,2
"Great engineers, lots of bureaucracy, used to be fragmented but now is slowly returning to collaboration",1,3
"Great engineers, lots of bureaucracy, used to be fragmented but now is slowly returning to collaboration",1,3
"For a large company, great.",1,0
Big company with a long history changing fast,1,2
Great place to work!,1,3
Microsoft no longer the fun place to work,1,0
"Good, stable company to work for",1,2
Great To Work,1,3
was not for me,0,0
Good perks but difficult times ahead,1,0
Great Place to work,1,3
Vendor PM,1,0
Great Company,1,3
excellent employer,1,2
Microsoft review,1,1
Fun place to work,1,3
A culture that undervalues collaboration,0,3
Insular culture that's all about CYA,0,3
Started off good but benefits eroded too much over time,1,2
Software Engineer,1,1
Great company with a lot of opportunities,1,3
Good,1,2
Great employer if you keep up with the game.,1,2
"good company, but is moving downward",1,2
Performance Review,1,0
Great place to learn and grow!,1,3
One of a few truly amazing tech giants to work for,1,2
"Great place to work, but can be very political",1,3
"Overall good, but career advancement can feel random.",1,0
Once a Great Company being destroyed by incompetent senior leadership !,1,3
Great people and networking,1,0
great place to learn,1,3
A great place to work,1,3
"Microsoft is a mixed bag, there are a lot of opportunities and pitfalls.",1,0
Pushing a boulder up hill,0,1
Just remember to change your group every couple of years,1,0
Fair,1,3
Working at MSFT,1,1
"Great pay, great opportunity for growth, poor work-life balance, team/immediate leadership quality is a coin-toss",1,3
Sweat Shop,0,1
Good company on an average,1,1
"Huge company at cross roads, fighting for relevance",1,0
Good people twisted by performance review process old or new.,1,1
CEO SATAYA is DESTROYING the company! It was a good company and it was my dream company.,1,3
Progressive without a plan,1,1
Good salary and great benefits.,1,3
SDET working as program manager,1,0
MIcrosoft,1,0
Be careful who you work for,1,0
Positive experience,1,3
The good and the bad,1,3
Best corporate citizen ever! Best place to work in terms of work life balance and compensation,1,2
"A good, giant company that faces many chanllenges",1,3
"Lots of opportunity, interesting projects, smart, motivated people",1,3
"Company making positive and overdue changes, but suffering collateral damage",1,3
great place to work with a lot of variety,1,3
Hard to get noticed and good if you do but not great,1,1
It has been amazing as always,1,2
"Great company, smart people, invaluable experience",1,2
Solid place to work,1,3
"Good company and benefits, needs increasing teamwork",1,1
Organizational culture is challenging but new strategy will slowly change the model as innovation becomes a focus,1,2
Stack ranking not totally gone,1,1
"Great opportunities, interesting projects, smart people",1,3
"Wonderful ICs, mediocre management",1,1
Great to have on your resume,1,1
software engineer,1,1
Retail store employee,1,0
A Great Place to be a Dev! A Terrible Place to Be a Service Engineer!,0,2
Great company to work for,1,3
Find a Healthy Team and It Could Be Really Great,1,3
Find a Healthy Team and It Could Be Really Great,1,3
Good for people looking for stability,1,2
Hardware Design Engineer,1,1
An,1,0
Working at microsoft,1,0
"Great company, good benefits",1,3
"Overall a good place to work, but varies dramatically between groups",1,2
Lots of change and the Lay-offs are making everyone nervous,1,3
Corporate Reorganizations,1,1
19 years at Microsoft,1,0
"Great Potential, Lost in the Woods. A way to go to realize the promise of culture change.",1,0
All Good Until you Get Older,1,0
Good company but somethings can be deceiving,1,2
Great company to work for,1,3
Great place to spend a few years.,1,1
Excellent growth opportunities,1,3
Amazing,1,2
All In for Mediocrity!!,1,0
"Used to be great, now a mess",0,1
Used to be better,1,2
Too many changes going on at the same time...,1,1
Sales,1,0
Good Company to work for,1,2
My career had its ups and downs,1,2
Think long and hard,0,1
A company that lost its way and is trying to recover.,1,0
Mixed feelings,1,0
It's like the early 90's all over again,0,0
Good environment,1,3
"Big corporation, but you will have options.",1,0
Dynamic but occasionally frustrating,1,1
Marketing communications,1,0
Microsoft company,0,0
COE,1,1
Previous FTE 10+ years,0,3
Microsoft,1,0
Best place to start a career,1,2
"Good culture, questionable leadership from EMC/VMware",1,2
Seattle centric,1,0
Passionate people working on a product they all believe will profoundly benefit the consumer,1,2
Mixed Experience,1,0
COE,1,1
Good company to work for if in the right team,1,1
"Strong engineers, confusing vision",1,0
Best place to start a career,1,2
It was a good company,1,2
"A great, but incredibly frustrating, learning experience",0,2
OEM Manager,1,2
Things are improving,1,3
Good Company,1,2
Right hand doesn't know what the left hand is doing,0,0
Innovation and Customer Focused,1,1
Software Engineer,1,1
Changing company still a good place to work,1,2
"Historically, a great company to work for...",1,3
There's a little of something for everybody,1,0
Large Corporation with lots of opportunities,1,0
Good Employer.,1,2
Has High potential but needs to change its culture,1,0
Culture has changed,0,3
Treats employees well even as its reinventing itself,1,0
"Good Company, bad middle management.",1,0
Awesome. Treats people well,1,0
"Great Company, Smart Engineers",1,3
A good place to work,1,2
In general I love this company but there is some dark side,1,0
Great company if you can handle the internal politics,1,3
Good place for first job,1,2
Good company. Watch out for bad managers.,1,3
Great company at a crossroads,1,3
Architect,1,3
Very aged culture,1,1
"Good work life balance most of the time, but little opportunity to grow technical skills",1,2
wonderful,1,2
SDET,1,0
Nice changes,1,1
Director Infosec Security,0,3
It's about the politics not what you do,1,3
Software Engineer 2,1,1
Good start for PM experience,1,2
Microsoft Assc Consultant,1,0
Best job i ever had,1,2
Has its ups and downs,0,2
Comfortably Uniique,1,1
Test manager,1,1
"Chronic culture, leadership, and strategy problems, and outlook is unclear",0,3
Experience depends on team you work in.,1,3
"Great at first, horrible at the end.",1,3
MSFT no integrity,0,0
Microsoft Marketing,1,2
Digital Strategist,1,2
A constantly evolving work environment that supports continuous growth.,1,3
Strong pay and benefits but soul crushing,1,1
It's not what it used to be.,1,2
Program Manager,1,2
Microsoft is not the same,1,0
MS is innovative and inspiring,1,3
Good company. Not sure about current direction,1,0
"Great opportunities, large company with many businesses.",1,3
One of the best places to work as a Software Engineer,1,1
One of the best places to work as a Software Engineer,1,1
Great Benefits and Independence to some extent,1,0
Identity crisis costs this company people and profit,1,1
"Good company, tough environment, more potential",1,2
Shadow workforce is mistreated on a regular basis,0,2
Great,1,3
Competitive work culture with huge talented people,1,3
One of the greatest places to work,1,2
Relatively Good Company in a great location,1,2
"Reasonable work life balance, enjoyable work enviro.",1,3
Watch your back,0,1
I had a wonderful and enriching experience working for Microsoft Corp.,1,0
yet another big company,1,3
"Microsoft is one of the best, though all companies have their flaws.",1,3
A very good place to work at!,1,2
"Smart People, Okay products",1,3
Overall Microsoft is still a first-class company to work for.,1,2
Not for Everyone,0,0
Great company with plenty of opportunities,1,3
A great place to learn and grow,1,3
Incredible company with too much bureaucracy and middle management,1,0
"Great company, struggling to manage the industry transition",1,1
Great workplace to work at!,1,2
"Overall a positive experience, but for a company that is rated one of the best places to work, I would expect better",1,2
Too big and too much red-tape to enable building disruptive technologies.,1,0
A great place to work if you pick the right group.,1,2
Program Manager,1,2
"Can be great, but watch your back",0,1
Work at Microsoft,1,0
Great place to work if you don't mind the slow pace.,1,3
MSFT,0,1
Many amazing growth opportunities,1,3
20 Years at Microsoft,1,1
If only. . .,1,0
Watch your back,1,1
"Great place to work, contribute and learn!",1,3
Great company - experience depends upon group and manager,1,2
Mixed,1,0
"Was great company, lost direction in recent years",1,0
Life is good and well till you get high enough in the ranks to enter the politics.,1,3
SDET II,1,0
"Great company, exciting direction - still needs to break down silos.",1,0
Senior SDE,0,2
Really solid place to work!,1,3
SDE II,1,0
"Arrogant culture, no collaboration, bullying management and not an equal opportunity employer",0,3
Amazing Company,1,2
Company,1,3
"Great company, good benefits, some groups could get political",1,3
Great people to work with,1,3
Compensation is not connected to Contribution,0,2
"Abusive, hypercompetitive atmosphere",0,1
OK place to work,1,3
Microsoft Senior Marketing Manager,1,2
So far so good.,1,2
Good.,1,2
Great Place to Work,1,3
"Not a bad place to work, but not the best either.",1,3
The only fact,1,2
I've worked for the company for 15+ years. Lots of both good and bad over the years but mostly good.,1,1
I've worked for the company for 15+ years. Lots of both good and bad over the years but mostly good.,1,1
"Good company to work for, could be better though!",1,2
Could be better,0,2
Hopeful and skeptical at the same time,1,2
A mixed bag,1,0
"Great culture, New CEO making a difference",1,3
"Awful place to work, but it looks good on your resume",0,0
good company,1,2
"Good work life balance, failed in Mobile/Cloud but still a good place to work for",1,1
Software Development Engineer,1,1
Sales executive review.,1,3
Microsoft Company,1,0
"Sounds like a great place, until you work there",0,3
Good People,1,2
Great Company,0,3
Not a good place to work at anymore,0,2
Software Design Engineer,1,1
Interesting Ride at Microsoft,1,3
Product Advisor,1,2
Premier Field Engineer role - Stay Away,0,1
Great company to start your career,1,2
Great place to work!,1,3
I've been a software developer at Microsoft for 11 years.,1,1
Good company to work for but lacking vision...,1,0
MS review,1,3
I have had tremendous opportunity for career growth and working on exciting projects,1,3
Awesome place to work,1,3
"Great company, could become even greater",1,3
Program Manager,1,2
SDET,1,0
"Under no circumstances would I work here again, and I regret the years I put in.",0,1
"Microsoft has great benefits, work/life balance (depending on your team), and a focus on career development",1,3
quite good experience,1,1
Great place.,1,3
Tough,1,2
Enterprise sales,1,0
Look elsewhere - the good times at Msft are REALLY over,1,3
"Should be in a good team with great people, else don't bother",1,3
Changing (not growing) pains,0,3
"Good if you are a real fan, not for you otherwise.",1,2
Life changing experience...,1,2
It just keeps getting better,1,1
SDE,1,2
Great experience thus far.,1,2
job in MS,1,3
Security of big company but tough culture,1,3
Intern,1,1
Great to work on large scale global projects and be exposed to a breadth of products. Could be better with less politics,1,3
Program Manager 2,1,2
Fabulous,1,2
Moving in the right direction,1,3
FTE and consultant,1,3
Microsoft IT ( not Product groups) Great company to settle down,1,3
Their are a lot of good opportunities,1,3
Great people,1,3
Titles don't reflect the work you actually do,1,3
Good Experience,1,2
Great Company!,1,3
Chanllengable and independent problem solving,1,1
"I have been in various business roles in 10+ years including customer service, manager of teams, and project management.",1,0
Good place to work!,1,2
"Great engineering challenges, but often slow reaction times, and inconsistantly competent partner teams",1,0
"favoritism, this job seemed like a dream come true but instead a meat grinder appeared",0,1
Know what you're getting into,1,1
One man opinion about Microsoft,1,0
"Fun, exciting and rewarding experience in a great company",1,3
Opportunity to effect millions of people,1,3
Has been a great place to be a Service Engineer,1,1
Okay to work,0,3
"Trying to shed the old culture, still doesn't focus on end-to-end customer scenarios",1,1
"Nice Place to Visit, but I Wouldn't Want to Live There",1,1
Large company opportunities for intelligent employees,1,0
Overall great place to work,1,2
Great company if you can stick it,1,2
Current employee,1,0
Has been a great place to be a Service Engineer,1,1
"in-bound product management for Office Suite, Sharepoint, etc.",1,0
Good company to start with after graduate,1,3
The best company to work for!,1,2
Pays decently with nice benefit/perks,1,2
Excellent People and Technology Leaders,1,2
Decent company chained by it's own processes,1,3
Stay away,0,1
SDET in OSG,1,1
"Large company working hard to move to a lean, agile company",1,0
okay company,1,3
Microsoft,1,0
Decent place to work,1,0
Still one of the better places to work,1,2
Fantastic company to work for. Reinventing now.,1,2
Generally good pay and benefits with semi-exciting projects to work on.,1,3
A company unwilling to make much-needed changes,0,1
Working at Microsoft is better than any of my other past jobs.,1,0
"Challenging, broad",1,3
Heading in a great direction,1,3
Quit after 7years at Microsoft,1,0
An enterprise with startup like job security and legacy code to take care of.,0,0
Sr. Program Manager,0,2
Sr. Marketing Manager,1,2
Awesome company to work for!,1,3
too many meetings,1,1
Not the best place to be,1,2
Great Talent! Great Benefits! Great Career Development Opportunities! Great Culture!,1,3
Top heavy but an amazing company to work for,1,3
Microsoft - The future looks great and now is the best time to work for,1,0
A huge company with some amazing people doing brilliant things often bogged down with bureaucracy and bloat.,1,2
Brief but exciting,1,1
Amazing company undergoing a great transformation.,1,1
good company to work,1,2
Make awesome products people probably aren't using.,1,0
Performance,1,0
17 year veteran,1,1
You are good if your Manager recognizes your work if not you don't belong here,1,3
I do almost nothing and get paid a high salary,1,2
Microsoft is a good company but there is a lot of instability in marketing,1,2
Great company,1,3
"Still a great company, but desperately needs to be leaner and more efficient",1,0
Slow changing organizational behavior and culture,1,3
Microsoft is and old and established company,1,2
"Big, plenty of opportunities to work on projects from Games to Datacenter management",1,3
"Challenging, rewarding, slow to shift direction",1,3
"Great opportunity, poor execution",1,3
Great place to work,1,3
Great place to work and gain experience,1,2
"Started Great, Ended Dissapointed",0,0
Good Times,1,2
"Overall great benefits, but hard to navigate if you aren't into politics",1,2
