review,rating,split
Great Company - Opportunity and Pressure,positive,train
Best Environment- with more poltics,negative,train
Has High potential but needs to change its culture,positive,train
Great work environment (other than politics),positive,train
Strict!,negative,train
Not worth the stress,negative,train
Not worth it..,negative,train
Fantastic workplace,positive,train
"If you can deal with the cons go for it! If not, then run!!",negative,train
Diverse and enlightening.,positive,train
Great company to work for,positive,train
Multicultural and crowded with .NET,negative,train
hard work and not enough pay,negative,train
Director,positive,train
"Work hard, play hard",positive,train
Shift Manager,negative,train
Worst job i've ever had,negative,train
Amazon,negative,train
MSFT,positive,train
Awesome work environment,positive,train
"Very smart people, but too much internal friction means wasted potential",positive,train
Supervisor,negative,train
Packer,positive,train
"Good Package, very poor work environment",negative,train
"Used to be decent, but the downward spiral seems to be consistent.",negative,train
Amazing place,positive,train
Bitter sweet,negative,train
Good but unstable,negative,train
Think before you jump in,negative,train
Horabile place to work ever,negative,train
Team Manager,positive,train
Microsoft Intern,positive,train
Outstanding,positive,train
Software Engineer,positive,train
OPS Manager,negative,train
Very good experience in apple.,positive,train
Get ready to become a workaholic,positive,train
network support engineer,positive,train
SDE III,negative,train
"They may no longer use stack ranking, but the people managers and the culture haven't changed",negative,train
Apple Redzone,positive,train
Apple At Home Advisor,positive,train
Leadership makes a difference,negative,train
Great,positive,train
Busy,negative,train
Area Manager Intern,positive,train
Apple Store Employee,positive,train
Financial Analyst & Business Analyst,positive,train
The job was entry level buy the amount of work for that pay it's outrageous.,negative,train
Great place to start your career but don't stay too long!,positive,train
Amazon - The Story of how God Created Hell,negative,train
Amazing,positive,train
Hell Would Be Better,negative,train
"Easy job, but overbearing management.",negative,train
Satisfactory,negative,train
"Immense learning, great culture and work quality",positive,train
"Work hard, have no fun and make yourself history",negative,train
Lost in the Sause,negative,train
fulfillment,negative,train
senior sdet lead,positive,train
Company review,positive,train
Part Time Employee,positive,train
A Once Amazing Culture is Slipping Away,negative,train
Great Company but can be better,positive,train
Very fast paced working environment,positive,train
Not at all what it says on the tin,negative,train
Microsoft Experience,positive,train
Worst Employer of All Time,negative,train
good,positive,train
Worst experience of my life.,negative,train
Apple Campus Representative,positive,train
Software Developer,positive,train
Great Place for a Techie,positive,train
Marketing,negative,train
"Great, but gets old",positive,train
Discrimination--they rarely hire college students,negative,train
It's all about perspective,positive,train
Even Netflix has its warts,positive,train
Google Analyst,positive,train
ok company to work for but if you are for the large scale operations experience,positive,train
Customer Support Expert,positive,train
worst management I have ever worked with,negative,train
Wonderful place to work,positive,train
Principal Software Eng Mgr,positive,train
Custom centricity is good but don't forget ur employees!!,positive,train
Don't go there,negative,train
Great experience!,positive,train
"Once great, now full of fail",negative,train
Satisfied so far,positive,train
Meh.,negative,train
overall a great place to work,positive,train
Review Related to Employee Refferal,positive,train
No communication and unclear direction,negative,train
It's what you make of it,positive,train
"A toxic, cult-like environment",negative,train
Great work environment,positive,train
Sfa,positive,train
Being a Specialist at Apple,negative,train
Software Engineer,positive,train
Company review,negative,train
Pit of Despair,negative,train
No more Apple juice. A Peek behind the curtain.,negative,train
I loved it although I was fired wrongfully I loved my job.,positive,train
Warehouse Associate,positive,train
Slavery,negative,train
This is an amazing platform to earn more money,positive,train
Sr.System Engineer,negative,train
Great company,positive,train
Shipping,positive,train
Senior Engagement Manager,positive,train
Catalog Specialist,positive,train
SDE,positive,train
"no structure, this is the wild west.",positive,train
Great place to work but it's hard work,positive,train
amazon perks,positive,train
Stressful,negative,train
"Fast moving business, working with the best talent with a well-rewarded paycheck and career progression.",positive,train
Don't Work Here as a Vendor,negative,train
Wolf culture that can burn out people easily,negative,train
Excellent summer job,positive,train
Customer Relations,negative,train
Amazon Work culture,positive,train
Do not waste your time,negative,train
Mixed,positive,train
Google,positive,train
If you work hard you can grow within the company. Also lots of favoritism.,positive,train
Yard Jockey,negative,train
Sales,negative,train
The fastest we do the best we get,positive,train
Very limited work,negative,train
Great company,positive,train
AppleCare Senior Advisor,positive,train
"A collection of individual achievers, not a company",negative,train
Used to be a great company under Bill Gates,negative,train
Great learning opportunity,positive,train
Amazon is amazon,negative,train
Going Around,positive,train
Forklift driver,negative,train
A good place to grow,negative,train
Leadership behaves like teenagers while Leadership Principals are ignored,negative,train
Warehouse associate,negative,train
Great place to work,positive,train
Felt like I was lied to,negative,train
Its not bad,positive,train
Delivery Driver,negative,train
"Culture is a cult, brownnosers paradise!",negative,train
they dont care about you,negative,train
Amazon work culture,negative,train
Warehouse associate,positive,train
packer,positive,train
Where not to work.,negative,train
On the decline,negative,train
I couldn't stand it any more,negative,train
Hard Work but fun,positive,train
"Eh, it wasn't for me",negative,train
"Amazon Fulfillment, Eh.",negative,train
Not a good fit,negative,train
Tough Business,negative,train
"Good company, horrible middle management",negative,train
SDE II,positive,train
Great company - definitely a transition period,positive,train
"Rates, favoritism, management",positive,train
Fast paced business with lots of resources driving for integrity and market share,positive,train
Terrible experience,negative,train
Great place to work,positive,train
Struggling to make an impact!!!!,negative,train
Review system promotes the wrong type of competition,negative,train
Google protects bad managers.,negative,train
Could be better,negative,train
Ads Quality Evaluator,positive,train
Good Company,positive,train
I wouldn't wish it on my worst enemy (AWS RDS),negative,train
AMAZON SUCKS!!!!,negative,train
Mixed bag,negative,train
"Amazing place to work! Would highly recommend it, especially with all the perks and compensation.",positive,train
Sweatshop,negative,train
"Great company, smart people, invaluable experience",positive,train
Pays really well,positive,train
"Positive, but demanding",positive,train
Picker,positive,train
Great Place,positive,train
Bad management and bad work culture,negative,train
Decent company to work for but not amazing,positive,train
IT Operations Service Engineer,positive,train
Darwin walks the halls here - you'd think we were curing a major disease,negative,train
se2,positive,train
Run!,negative,train
Contract Data Analyst,negative,train
"Great company to work for, strong vision and drive, smart people.",positive,train
"Lack of career development, top-heavy, unappreciated",negative,train
Technical Account Manager,positive,train
"Burn out is real, but the benefits are substantial.",negative,train
In a hit refresh moment,positive,train
"As call centers go, it's pretty awful",negative,train
I was a high performing Picker,negative,train
Data Center Operations,negative,train
Don't work here,negative,train
Sweatshop,negative,train
Do your research,negative,train
Seasonal,positive,train
Great company,positive,train
Probably the best job I'll ever have.,positive,train
5 ans chez Apple,negative,train
Warehouse,negative,train
IT Support Engineer,positive,train
"Mehr Schein, als Sein, Schade.",negative,train
Awesome company to work for!!!!,positive,train
Manager entry level,positive,train
ICQA Lead,negative,train
Production Assistant,negative,train
It's a good company but opinions will be based on the position you've hired,positive,train
nice co.,positive,train
Opportunities abound. There is plenty of room to grow here.,positive,train
Obsessed with growth with no time for their people,negative,train
"Don't believe the hype of the recruiter, look into the eyes of the interviewer instead. They are the walking dead.",negative,train
Amazon - awesome place for work,positive,train
amazon experiences,negative,train
Great Company,positive,train
Working here is exactly like working for a corrupt government office,negative,train
Great place to work,positive,train
Front end developer,positive,train
Software Engineer,positive,train
Great company,positive,train
Product Specialist,positive,train
AVS Team Lead,positive,train
apple at home advisor,positive,train
Fortune 500 Company that Does NOT value it's employees.,negative,train
Hard to promote within if you are starting as a Tier I Associate,negative,train
No work life balance,negative,train
Satisfactory,positive,train
One of the best places to work as a Software Engineer,positive,train
Amazon Logistics,negative,train
Nice company,positive,train
"Fantastic Culture, Colleagues, Learning Experience, and an Overall Great Opportunity!",positive,train
fulfillment associate,negative,train
It's a good organization to work with.,positive,train
Pathway ops manager,positive,train
Amazon,negative,train
Ideal for those who like it intense and fast-paced,positive,train
"Great company to work for, rapid growth potential!!! Very customer-focused company.",positive,train
MBA Program,negative,train
Project Management,positive,train
process assistant,positive,train
Current Employer Review,positive,train
Too beurocratic,negative,train
Testing,negative,train
Worked in support services as employee (non-engineer),negative,train
Awesome Place to Grow,positive,train
good impact and learning,positive,train
Disappointing to say the least,negative,train
Good So far,positive,train
Microsoft UK review,positive,train
Ups and downs at Amazon,positive,train
ok compnay to work for. Lot of BS to put up with,negative,train
Investigation Specialist,negative,train
Warehouse Associate,negative,train
"Good company, Great People",negative,train
It looks good on your resume.,negative,train
"Great company, tough environment",negative,train
Performs best under pressure!,positive,train
Great for entry level to build a good foundation to start career,positive,train
Nasty piece of work,negative,train
Nice,positive,train
Apple,positive,train
Really horrible employee treatment,negative,train
Love what the company is about. Disappointed with retail experience.,positive,train
Customer Service Sales Rep,positive,train
Monotonous but very secure job,positive,train
sorter,negative,train
Great company if you have what it takes,positive,train
"Amazing company, great benefits, not the absolute best personal growth",positive,train
Great place to start,negative,train
I had a good 3.5 years there,positive,train
Exciting working at Amazon,positive,train
"Plenty of rote, unexciting work, twenty+ year old codebases",negative,train
Worst place to ever work for. Don't apply at Amazon,negative,train
Quality analyst,positive,train
Very corporate environment that can be stifling to creativity and innovation.,negative,train
Incompetence of middle management,negative,train
Review of Google,positive,train
great company,positive,train
Average Engineering Culture,negative,train
Awesome.,positive,train
Microsoft is a complex place,positive,train
Technical Specialist,positive,train
Seller Support,positive,train
Apple breeds a culture where YOU can make both yours and your customers a valuable learning opportunity.,positive,train
Grow in your career quickly,positive,train
Pack/Stow,negative,train
Stay Away,negative,train
Sehr guter und sicherer Arbeitsgeber.,positive,train
good,positive,train
Great Learning and a big ownership,positive,train
Recruiting Coordinator (Contract converted to FTE),positive,train
Operations,negative,train
Love working for MSFT,positive,train
Think twice before you accept the job offer,negative,train
"Best job on the planet for work-loving, smart, competitive people",positive,train
I would pass if I could do it again.,negative,train
Site Training Specialist,negative,train
Usual,positive,train
Do not be fooled by the name,negative,train
Lead - SVS,positive,train
Great company,positive,train
"Come to learn, but don't stay too long",negative,train
Overall Good Company,positive,train
Great Place to Start!,positive,train
"Fine company, sad about the end of the Mobile division",positive,train
The hours,positive,train
Great Company......Great Opportunities,positive,val
Good for people looking for in-between jobs.,positive,val
it was an amazing experience to work i risk investigation department.,positive,val
ICQA,positive,val
Good company to work for,positive,val
something to add to a full-time job,negative,val
Technical support is a sales position.,negative,val
Marketing Intern,positive,val
Steer Clear,negative,val
Team Lead,positive,val
You either ,negative,val
Data Engineer,positive,val
Great experience,positive,val
Software Engineer (by acquisition),positive,val
Amazing,positive,val
Its all good unless you are a contractor,negative,val
Its fine if you're desperate,negative,val
Software Developer,positive,val
Sort center associate,positive,val
It was ok,negative,val
Company is undergoing huge changes to try to catch up to the industry,positive,val
Aggressive,positive,val
"Over-worked and under-valued, watching the bubble burst",negative,val
Worst group in Microsoft - MSIT aka IDC-SO,negative,val
"Excellent benefits, great company.",positive,val
Great place to learn,positive,val
Ftw1 Dallas is not what it seems like in the beginning,negative,val
Beware of Consumer Electronics,negative,val
"Amazing company, really cares about employees",positive,val
Just started,positive,val
"Highschool Drama, not worth any of the perks.",negative,val
Good place to work,positive,val
Amazon new hird employee,positive,val
AWS,positive,val
"Great Technology Exposure, Poor Leadership",negative,val
"Good Workplace, Bad management",positive,val
great,positive,val
Transaction Risk Investigator,negative,val
Picker,negative,val
Good only for a head start,negative,val
Microsoft product manager,positive,val
Great place to work,positive,val
43748,positive,val
Hi,positive,val
Customer service,positive,val
Apple is not the glorious company they lead people to believe they are.,negative,val
Research Scientist,positive,val
Amazon slave,negative,val
A great place to work.,positive,val
Apple Genius,positive,val
Specialist,negative,val
Sehr guter Arbeitgeber,positive,val
Life in the jungle!,negative,val
Business program manager,positive,val
good firm to learn the things,positive,val
"Great investment, crappy place to work",negative,val
engineer software,positive,val
Not like anywhere else,negative,val
A great learning expereince,positive,val
Shipping and receiving,negative,val
Not the best place,negative,val
It's Difficult to Find Positives,negative,val
Some good opportunities but will mostly just use you,negative,val
Mixed experience,negative,val
Awesome company,positive,val
No more love for NF,negative,val
Best Interviews I Have Ever Had!,positive,val
"Amazon. Great for your career, terrible for your health.",negative,val
Company with many talents and managers,positive,val
Customer Service Associate,positive,val
My job makes me stressed and depressed,negative,val
COE,negative,val
PT Shipping/Receiving Associate,negative,val
Everything I need to be happy for a long time,positive,val
Great place to work,positive,val
"Great place to work, but struggling in certain areas",positive,val
Terrible unless you're mindlessly devout to Apple products,negative,val
Great Place to Work and Achieve Big Things,positive,val
No Work Life Balance,negative,val
Sr. Software Engineer,positive,val
Churn and burn,negative,val
Fulfillment Associate,negative,val
No work-life balance,negative,val
Azure Networking,negative,val
Easy to get hired !,positive,val
Last Mile Program Management,positive,val
A typical workplace for a first job seeker,negative,val
Great Environment,positive,val
"Professional, Strong development, Great Teams",positive,val
Avoid unless you are 23 and dazzled by free food,negative,val
It pays the bills,positive,val
Catalogue Associative,positive,val
Apple is a great place to work.,positive,val
"Perhaps a good place for commercial are, but not a consumer company, even in the 'consumer' groups.",negative,val
Great experience,positive,val
DA,positive,val
Manager quality dictates success,negative,val
Program manager,positive,val
Awesome workplace,positive,val
"Great company, bad store",negative,val
Stay away from this Company,negative,val
Tilte,positive,val
Somewhat great job,negative,val
Bilingual French/English Customer Support,negative,val
Specialist,positive,val
Business Analyst at Amazon,negative,val
Extreme Frugality is Not Always Cost-Effective,negative,val
A shocking experience,negative,val
Consultant,negative,val
not worth it,negative,val
Corporate Executive Relations,negative,val
Great Experience,positive,val
Amazingly Intelligent People but No Work Life Balance,negative,val
Good if you have no work-life balance aspirations,positive,val
There is a Dark Side,negative,val
Not what I expected.,positive,val
Everyone is over-worked,negative,val
"Great, but many dead bodies at certain offices",positive,val
Good place to work,positive,val
"Company in transition, people/employees not a high priority.",negative,val
Amazon review,negative,val
AMERICAN SWEAT SHOP,negative,val
Retail,negative,val
Area Manager,positive,val
Used to be a great place to work - now you only go there if desperate.,negative,val
Licensing Executive,negative,val
Packer,negative,val
roller coaster ride,positive,val
Good not great.,positive,val
poor work life balance,positive,val
One of the worst places ever,negative,val
Depends on many factors mainly whether you like the culture or not,positive,val
Not what it used to be....,negative,val
Amazon is disillusioned and lost in the real world of sales and retail,negative,val
Software engineer job at Amazon,positive,val
GSM,negative,val
Lack of Work/Life Balance,negative,val
Brand Specialist/Manager - not worth it,negative,val
Big NO NO if Vendor,positive,val
"Bad managers, good company",negative,val
wonderful managers,positive,val
Work life,negative,val
SDE,positive,val
Hands down the best,positive,val
Good Job If You Are Ready,positive,val
Stagnant and political,negative,val
Work Culture,negative,val
"Mixed bag, a company that needs a comprehensive policy on career planning for its people",positive,val
Great Learning Experience!,positive,val
Good place to work,positive,val
Not the best place to be right now,negative,val
"Excellent company, people and work place",positive,val
Great job for the younger crowd. Dicks burgers pays more.,negative,val
Great companies,positive,val
save yourself before its too late,negative,val
"Low pay, crazy hours, lots of micro-management",positive,val
Risk investigator,negative,val
Alle nett alles gut,positive,val
Amazon does as it pleases,negative,val
I enjoy what I do,positive,val
Working way to hard for low salary,negative,val
AMAZON CSA,positive,val
android developer,negative,val
loved working there!,positive,val
Great place to work,positive,val
A truly great workplace,positive,val
Burn you up and then spits you out!,negative,val
Senior Program Manager,positive,val
Driver,negative,val
Operations Research Scientist,positive,val
Not everyone's cup of tea,positive,val
Picker,negative,val
We are now in a world where we are condescended to by our inferiors,negative,val
A company losing focus,negative,val
Horribly hot in summer,negative,val
Great place to work,positive,val
Objective opinion,negative,val
Working at Apple,positive,val
Work from Home,positive,val
Working at Google - Once in a lifetime experience,positive,val
Good place,positive,val
Entreprise ¨¤ taille humaine.,positive,val
Product Zone,positive,val
"Disappointing, a lot of ambition with no execution",positive,val
Shipping Clerk,negative,val
Great place to work,positive,val
It Is What It Is,positive,val
horrible,negative,val
Former Specialist,negative,val
Software engineer,negative,val
Apple,negative,val
Customer Service,negative,val
An Unpleasant Company Culture.,negative,val
Not recommended for any one!,negative,val
Former genius,negative,val
"Exciting work, great learning opportunities, fast paced.",positive,val
Software intern,positive,val
Fulfillment is a meat grinder!,negative,val
Genius,positive,val
appearance matter,negative,val
Middle Management is horrible,positive,val
Good training (boot) ground. No fun. Only work..,negative,val
"Offers smart teammates, great compensation, and tons of perks",positive,val
"Great job, experience, work, but toxic culture taking over",positive,val
Software Architect,negative,val
Loved Working for Apple!,positive,val
Not like a Brand name,negative,val
Manager are worst people in this company,negative,val
Your Life Can Be Hell if You Work for a bad manager,negative,val
Amazon,negative,val
Great place to work.,positive,val
"If you like chalenges and inovation, here is the place to be!",positive,val
Work,negative,val
SQA product integrity at Apple sensors testing engineering to avoid. disrespectful and poorly managedd,negative,val
Sr. Product Manager,positive,val
Cloud Support Engineer,positive,val
senior market research analyst,positive,val
Apple Is One of The Best!,positive,val
Disastrous,negative,val
Software developer,positive,val
CSR,positive,val
"Retail at its finest, with a few mild exceptions",positive,val
FT Specialist,positive,val
Perfect MNC to work,positive,val
Designer,negative,val
"Great Company, Poor Management",negative,val
"I love working for Amazon, and not just for the free pizza!",positive,val
Fast pace,positive,val
Fun Times,positive,val
Customer support,negative,val
Part-time Redzone Specialist,positive,val
The best retail job you can ask for,positive,val
Major Leagues,positive,val
Very bad comfort to get used to,negative,val
Terrible place to work. I was put in the hospital and fired for it.,negative,val
Great place to work,positive,val
Microsoft,positive,val
"Pathetic Training, Work floor policies not disclosed, then get fired for the same.",negative,val
FB: Hard Problems and Fun People,positive,val
Fulfillment associate,negative,val
Absolutely amazing experience,positive,val
Be careful IDC and IT is merged,negative,val
PM,positive,val
What you would expect,positive,val
Picker,positive,val
programer,negative,val
Overall An amazing stint minus the fact that place is become political now & HR almost inconsequential.,negative,val
It's Always Day One!,positive,val
Warehouse Worker,negative,val
Watch your back,negative,val
About my company,positive,val
"Overall positive environment, with some of the most super talented yet down-to-earth colleagues I'd ever seen",positive,val
Great if your a democrat,negative,val
Assistant,negative,val
"Nice and shiny outside, empty inside",negative,val
Great Community & Life Skills,positive,val
Driver,negative,val
Great place to work,positive,val
Changing for the better,positive,val
Mission Driven Culture,positive,val
It is good to start the career with such great brand name but what happen next is a different story. You never know,negative,val
"Obviously a world leader in multiple technological areas, with some corporate culture issues and a challenging future.",negative,val
Inbred leadership accepting of evil,negative,val
Benefits,positive,val
Software Engineer,positive,val
Pick Line,negative,val
No work-life balance,negative,val
Cool company,negative,val
Needs improvement customer service (wfh),negative,val
"Tier 3, IT Tech",negative,val
Trans Execution Area Manager,positive,val
It's great.,positive,val
Work life at Amazon,positive,val
It's a job,positive,val
Phenomenal company,positive,val
Amazon is a great place for anyone to work at,positive,val
Good place for a temp job but not a forever job,negative,val
This review is specific to Apple Queens Center location (other locations might be different),negative,val
My experience was good and I enjoyed working for them as a company,negative,val
Stack ranking doesn't reward innovation,negative,val
Technology Manager,positive,val
Almost 20 years here,positive,val
Worst Company I worked for - Stupid managers managing smart people.. Office politics ==> Career smasher,negative,val
Very Satisfying place to work for in terms compensation and work quality. Growth maybe slow,positive,val
Good company,positive,val
Sourcer,positive,val
Fulfillment Side Shady unethical,negative,val
Incredible source of information and fantastic co-workers!,positive,val
Great place to grow,positive,val
Worst call center work ever,negative,val
Your experience will depend on your manager and leadership.,negative,val
Stay away from AWS,negative,val
Good,negative,val
Sr Manager,positive,val
Great place to work if your willing to work hard,positive,val
FRS,positive,val
Giant software company with lots of arms and legs,positive,val
My review as a soft ware,positive,val
Packer,positive,val
"Fun company to work for, but customers expect a lot more",positive,val
Awsome,positive,val
"Physically demanding, but a great job",positive,val
Operations,negative,val
Great Place for Work,positive,val
Best,positive,val
Specialist,negative,val
You take the Good with the Bad,positive,val
Great environment to learn and grow,positive,val
Is not the company I joined six years ago,negative,val
TRMS,positive,val
Computer Science In Microsoft,positive,val
Apple,positive,val
Creative like nothing else,positive,val
Feels like a startup,negative,val
Packer,positive,val
"Great place to work, but average compensation.",positive,val
QA and ADMIN manager.,positive,val
customer service,positive,val
Amazon fulfillment,positive,val
High hopes,positive,val
Great company but thankless..,negative,val
Work Culture.,negative,val
Fantastic Work Environment,positive,val
SYS validation TL,negative,val
Best company ever...,positive,val
Amazon Prime,negative,val
Smart colleagues but not so great culture or management,positive,val
Device Associate,positive,val
Hard labor but pay well,negative,val
Good,positive,val
Mentally abused,negative,val
Amazon Warehouse Associate,negative,val
It has been smooth,positive,val
Product Marketing Manager,positive,val
No work life balance,negative,val
"Great for learning, hard on work-life balance",positive,val
The worst place ever!,negative,val
Dream killed,negative,val
Director,negative,val
consumer product advisor,positive,val
Partner,positive,val
"Great Benefits, slave work",positive,val
Work,negative,val
Amazon full time job,negative,val
Depends on your manager,positive,val
Awesome Benefits,positive,val
Cutthroat culture,negative,val
Great place to start...,negative,val
research intern,positive,val
Postive,positive,val
Professional but not helpful.,negative,val
Worked as a campus rep for my school,positive,val
Great place to work at,positive,val
Marginalized and disrespected (Toronto branch),negative,val
A good part time job,positive,val
Inside Sales EMEA Chaos,negative,val
Great company to work for,positive,val
So far so good,positive,val
Limitless growth and opportunity available,positive,val
Senior manager,negative,val
good company,negative,val
Senior Sales Engineer,positive,val
Good,positive,val
Financial analyst,positive,val
entry level,positive,val
tester,negative,val
closed,negative,val
Great first job,positive,val
Channel Marketing Manager,positive,val
Specialist,positive,val
Staff Mechanical Engineer,positive,val
Not recommended,negative,val
Great Only If You kiss managers but,negative,val
New Business Sales Team,negative,val
Creative,positive,val
Receiving worker,negative,val
Excellent company with great benefits,positive,val
Complaince analyst,positive,val
Technical Program Manager,negative,val
Well taken care of,positive,val
Think long and hard,negative,val
Software Test Engineer,negative,val
"Cliquish, cultish, no work/life balance",negative,val
Mentally and physically draining job.,positive,val
"Rewarding work, excellent pay, work-life balance, and advancement opportunities",positive,val
Great company,positive,val
Pathetic and downright terrible,negative,val
Product Support Team - Disappointment,negative,val
Experience,positive,val
PERKS,negative,val
Great benefits. A company with deep pockets.,negative,val
"So, So",negative,val
Leadership and Culture,negative,val
Area Manager,negative,val
Brainless automatons,negative,val
okay,positive,val
Genius,positive,val
Fulfillment Center,negative,val
very poor culture,negative,val
"Not worth the pay,great benefits",negative,val
The slaves in Egypt had it better,negative,val
Microsoft is amazing in terms of work culture and gives plenty of opportunities to make a difference,positive,val
Best working place for engineers,positive,val
Associate,positive,val
"Great company, terrible recruiting organization",negative,val
good,positive,val
Advertising,positive,val
They ask for a lot with little in return,negative,val
Good if your desperate,negative,val
Too aggressive culture,positive,val
Exceptionally Run Company,positive,val
My least favorite company I've worked for,negative,val
High Turn-over,negative,val
SDE in London,negative,val
Amazon is dangeroud,negative,val
Amazon France in Cork,positive,val
Its good,positive,val
"Most consistently miserable job I ever had...bar none. I was not into the work, which was my main problem.",negative,val
Warehouse,negative,val
Excellent,positive,val
Assistance from Recruitment.,positive,val
"Great company, but retail is not for everyone.",negative,val
Senior Manager,positive,val
Investigator,positive,val
"Good at the beginning, then becomes toxic pretty fast",negative,val
Very Very Driven,positive,val
Employment,negative,val
Warehouse Associate,negative,val
Best place to work!,positive,val
"Workflow balance, promoting Kaizen improvements, pattern recognition, incident management, stakeholder management",positive,val
"My time there started fine, however the organization I was in evolved into a huge clique similar to the rest of the co.",negative,val
Changing Culture,positive,val
Decent,negative,val
Systems Engineer II,negative,val
Specialist,positive,val
Favoritism,negative,val
Enjoying the ride in the new Microsoft,positive,val
"Sad company, 100% political, No more a Innovative company, Don't ruin your life here",negative,val
Awesome company to work for,positive,val
Worst,negative,val
Area manager,negative,val
Account manager,positive,val
My Profile,positive,val
haptic hardware engineer,positive,val
Specialist,positive,val
Great job if you're 18,positive,val
Any Software Engineer Should Experience The Work @ Amazon,positive,val
Best Career Move,positive,val
No Life,negative,val
Business Specialist,positive,val
Transitional MS,positive,val
Good place to start...bad long term.,positive,val
software engineer,positive,val
Very Happy with my Recent Transition,positive,val
Made fun of & Humiliated on first day!,negative,val
Amazon,negative,val
Doesn't invest in employees,negative,val
Toxic corp cultures,negative,val
Senior Manager,positive,val
This place needs to be erased from existence.,negative,val
Great company to work for if you like to stay on your toes.,positive,val
Director,positive,val
mechanical engineer,positive,val
Excellent Career Development and Sense of Impact,positive,val
Amazing Ride,positive,val
Seasonal hire,negative,val
"Unfair, not very professional, and little to no interpersonal skills.",negative,val
Senior Manager,negative,val
Great place to be,positive,val
Great experience,positive,val
Great for someone just entering the workforce,negative,val
Amazing company for career growth,positive,val
Long Time Shopper but Long Time Employee???,negative,val
Great working enviroment,positive,val
This is a great job,positive,val
Specialist,positive,val
Intership,positive,val
Clone universe,positive,val
Its pretty good.,positive,val
Great experience but getting competitive to a fault,positive,val
A place to grow,positive,val
"Great job, good people",positive,val
Kindle,positive,val
Manager,positive,val
Finance Manager,positive,val
Warehouse Sortation Associate,positive,val
Marketing,positive,val
"Great to learn, easy to burn out",negative,val
bad,negative,val
Amazon Warehouse Worker,negative,val
Superviseur,negative,val
Good company but promotion is another story,negative,val
"Best company I have ever worked for, by far",positive,val
"Apple Retail (Cupertino HQ) - great company, strange culture",positive,val
Fulfillment Center Worker,negative,val
Finops analyst,negative,val
Amazon Ambassador,positive,val
Overworked under paid,negative,val
"Love products, not so much working there",positive,val
It depends...,positive,val
Review,negative,val
Sales Specialist,positive,val
Workplace Review,positive,val
Culture Lags Behind Other Tech Companies,negative,val
Good company to work for,positive,val
"Great people, no work/life balance",negative,val
Project Manager,positive,val
It's more than just the perks,positive,val
A lot of exciting projects but...,positive,val
AWS Recruiting Manager,positive,val
Country Manager,positive,val
Amazon Overrated Company,negative,val
"Exceptional, fast paced, great team",positive,val
It started out so promising...,negative,val
Best company to work for in Cork,positive,val
Great company to work in,positive,val
Strategic Partner Lead,positive,val
Company,positive,val
Software Engineer Intern,positive,val
salaries,positive,val
"Hype, Smoke and Mirrors. No Substance and no longevity.",negative,val
Not as good as it sounds.,negative,val
Sortation,negative,val
Great Place to work,positive,val
Employment experience is completely manager-dependent,negative,val
Great Company,positive,val
Csr,positive,val
MY AMAZON,negative,val
Dead end job. Employee's are over worked and unappreciated. To the point of injuries.,negative,val
Good company to work with,positive,val
Come on amazon,negative,val
Amazon - A place to jumpstart your career,positive,val
Amazon,negative,val
Sucks,negative,val
Amazon Fulfillment ONT 8,negative,val
Awful Management,negative,val
BEST,positive,val
Overall some learning experience,negative,val
"Great place, a lot of depends on the team",positive,val
work at home customer service seasonal associate,negative,val
Warehouse,positive,val
"Choose a group which is appropriate to your personality, small vs. big, deadline oriented vs. design oriented",positive,val
"Great product, OK culture",positive,val
"Hard work physically, low pay. Working hard is one thing, they're slave drivers.",negative,val
"Manifest Clerk - generated BOL's, monitored work flow via computer system, ensured timely release of trailers.",negative,val
The culture differs from team to team!,negative,val
Hardware Engineering,positive,val
Technical Analyst- chennai,positive,val
Good technical experience with pressure,positive,val
A job is a job,negative,val
Down hill from here,negative,val
Company of Smart People,positive,val
AMZN,negative,val
online store,positive,val
Great company to work,positive,val
Great company and great people,negative,val
Program Manager,negative,val
Easily the greatest job I've ever had and the greatest company I've ever worked for.,positive,val
A lot of good people.,negative,val
Projectg Manager,positive,val
"Good company, good people.",positive,val
Microsoft Rus,positive,val
Everyone is willing to help you grow and succeed,positive,val
Enjoyed my time at Microsoft,positive,val
Amazon India for SDEs,positive,val
Finance is an afterthought,negative,val
World's worst culture.,negative,val
Be yourself.,positive,val
AVOID AT ALL COSTS,negative,val
Amazon Seasonal Warehouse Associate,positive,val
SDE Experience at Amazon.com,positive,val
Employment,positive,val
Great benefits,positive,val
Not as expected.,negative,val
At-Home Advisor,positive,val
Ten year veteran looking for innovation and growth,negative,val
Software Engineer,positive,val
Can be EASY and HARD at the same time,negative,val
The best place to work,positive,val
Packing,negative,val
IT Manager,positive,val
Work for work's sake,negative,val
Amazon Warehouse Associate,positive,val
"Work hard, have fun!",positive,val
Amazonians,positive,val
Very micromanaged,negative,val
Full Time Software Engineer - worst years of my life,negative,val
Ok,positive,val
Room for growth...if you want it,positive,val
Amazon Work Life,positive,val
Depends on where you work within Amazon,positive,val
Good,positive,val
Operations,negative,val
They wasted my time.,negative,val
Only OK. Standard American mega-corp.,negative,val
Constantly moving targets,positive,val
"Not good, if you want to learn, good if you want to retire",negative,val
Good,positive,val
Warehouse associate,negative,val
Good for average developer,negative,val
Area Manager,negative,val
Assistant Mangers,positive,val
French/English Driver support,negative,val
SDE,positive,val
