review,rating,split
The Best,1,train
SOrter,0,train
Analyst,0,train
Decent,0,train
Lot to learn.,1,train
Great management,1,train
Onsite Medical Representative,0,train
Straight forward work but unorganized and rude seniority staff members,1,train
Amazon.com,0,train
microsoft,1,train
Senior Program Manager,1,train
Account Manager,0,train
Operations,0,train
"Stock price tripled while I was there, lots of hard work",0,train
A great company if you want a temporary job,1,train
i am intern,1,train
Google PRY is not the same as Google,0,train
Disneyland for Engineers,1,train
Bait and Switch,0,train
Warehouse picker,0,train
Too demanding,0,train
"It beats McDonald's, but not by much.",0,train
Digital Analyst,1,train
A good part-time job,0,train
Very good company to work in,1,train
Awesome. Treats people well,1,train
"Great benefits, but job is unsatisfying",0,train
Apple is losing focus,0,train
Amazing place,1,train
Stower,0,train
Good Experience,1,train
Not Recommended for a Career,0,train
inhospitable place to work,0,train
it was amazon!,1,train
later,1,train
"Smart, capable engineers - Inexperienced Managers",0,train
Amazon,1,train
Great Place to Work,1,train
Great starter job,1,train
Admn,1,train
Data Specialist,1,train
Listing creation specialist,1,train
job life of amazon,1,train
G review,1,train
Senior Software Engineer,1,train
Excellent,1,train
Great place to learn,1,train
"Get your 2 years in, lots to learn but at the expense of personal life.",0,train
Worst Place for work,0,train
Fulfilling to an extent,1,train
Don't go there,0,train
It's a job,0,train
Great place to work,1,train
It's got its moments...,1,train
Apple,1,train
Great co-workers. Store management too inconsistent,0,train
Microsoft,1,train
Great place to work,1,train
inactivity of HR,0,train
Worst Culture and full of politics,0,train
fun and nice place to work,1,train
It was stressful and frustrating. There is no standard of living with this job.,0,train
"Great company, but it can get very political",1,train
Hard times climbing the latter of success,0,train
"Three steps forward, four steps back...",0,train
Research Analyst,1,train
Successful,1,train
It's OK,1,train
Good place to work right out of school,1,train
Great,1,train
Don't do it,0,train
ff,1,train
Great Job until Avalanche of 2015,0,train
Great Company,1,train
Great Experience,1,train
Work experience really depends on your team,0,train
Facebook,1,train
Hell on earth!,0,train
Marketing Director,1,train
Amazon Manager,1,train
"Independence, trust",1,train
Don¡¯t do it. Seriously.,0,train
New leadership worse than previous,0,train
"The experience is repetitive, and sometimes strict.",0,train
Amazon Warehouse,0,train
"Basic warehouse work, picking orders, stowing inventory",0,train
Catalog Specialist/Team lead,1,train
excellent employers,1,train
"It was an awesome experience, love Google!",1,train
It's ok,0,train
Specialist,0,train
Excellent place to work but be prepared to work. No resting on your laurels.,1,train
Overall great!,1,train
EA,1,train
General Manager,1,train
review,0,train
There are a lot of great tech companies to work for. Amazon isn't one of them.,0,train
Customer Service,0,train
Challenging Work environment,1,train
Good Job,1,train
Fulfillment Associate,1,train
Lead Vendor Success Program,0,train
Sloppy management staff,0,train
Amamzon - UK - Banbury,0,train
Not a bad job but not great either,0,train
Slave driver,0,train
Great Company,1,train
Not that great,0,train
Love my job!,1,train
Middle level management is poor,0,train
RedZone Specialist,1,train
Amazon is a McDonald's in IT,0,train
"Great company, but held back by sycophancy",1,train
True customer obsession,1,train
Warehouse Associate,1,train
More Cool,1,train
Outbound Shipping Clerk,0,train
"Challenging work, good compensation, work culture is confrontational and team work is not valued",1,train
Picker,1,train
Senior UX designer,1,train
Good place for short stay work,1,train
Has been very useful both socially and business wise,1,train
Very good experience working at this company.,1,train
Great place to grow,1,train
Brand Ambassador,1,train
apple + - as an employer for retail,1,train
It was wonderful coming from a service background,1,train
Churn & Burn,0,train
smart people to work with,0,train
Too product focused and not enough people focus,0,train
Good Work Life Balance,1,train
Virtual Environment,1,train
Localization Project Coordinator,1,train
Great place to work,1,train
Dead end hard work,1,train
Great company while you last.,1,train
Software Engineer at Google,1,train
At Home Adviser T1 iOS,1,train
Interactive Designer,1,train
Very bad management,0,train
Bad work environment,0,train
shift manager amzl,0,train
Days Outbound Picker and Packer,0,train
At Home Advisor,0,train
Security Engineer,0,train
No path for growth,0,train
Good pay but long hours,0,train
corporate culture is contra productive collaboration is very limited as most people think what's in it for me,0,train
Bitter and old,0,train
Technical Sourcer,1,train
Good Pay and hours but...,0,train
good pay,0,train
Former Apple employee,0,train
Amazon Fullfillment,0,train
Retail: Very engaging and fun company to work for,1,train
Sr. Manager,1,train
Would not recommend,0,train
As a software engineer in Amazon,1,train
Working environment,0,train
No more a Ideal place,0,train
Over all,0,train
Good somedays others its hell,0,train
Warehouse,1,train
Great Place To Work,1,train
seller support associate,1,train
I am working in Microsoft from last 6+ years,1,train
lots of new things to learn but no time for it,1,train
Horrible place to work,0,train
Architect Manager,0,train
research,0,train
Growing pains of a company becoming huge.,1,train
Overall good Company,1,train
Inbound stow,0,train
Still Day One,1,train
Associate 1,0,train
Don't plan to stay for the long term,0,train
"What can I say, at the end of the day it is retail",0,train
Best,1,train
Has lost its flair,0,train
"No work life balance, at all",0,train
Positive Feedback,1,train
Technical specialist,1,train
Onsite Medical Represenatative,0,train
Poor work life balance,1,train
GM,0,train
Work Environment,1,train
"partly good, partly ",1,train
ICQA,0,train
"Great Company, Inexperienced Management",0,train
Just can't go wrong!,1,train
Microsoft Beijing,1,train
fine for the short term,0,train
Great compensation and culture,1,train
Facilities Manager,0,train
Lots of learning but also lots of politics,0,train
Developer Evangelist,1,train
Everything is being controlled.,0,train
Overall - I love my job,1,train
Great place to work!,1,train
Marketing manager,0,train
My first international company,1,train
I'm happy to work for this company.,1,train
Worst 'A' Grade company,0,train
RLD,0,train
Amazon new facility,1,train
I sat out this semester for THIS?,0,train
An important company with lack of management in subsidiaries.,1,train
Freedom comes with Responsibility,1,train
It,0,train
HR Assistant,0,train
"Positive company, although with drawbacks",1,train
Just another warehouse job.,0,train
Outsourcing,0,train
Excellent place to work,1,train
look at yourself in the mirror,0,train
Great work culture,1,train
Manager,1,train
"Stable company, trying to reinvent itself",1,train
Cloud,1,train
Fulfillment Associate,0,train
Modern Day Slavery,0,train
Be careful,0,train
Looking for HR career,0,train
So unprofessional,0,train
Great Part-time job,1,train
Life,1,train
Conservative & no innovation,1,train
Severely long hours = McDonald's hourly wage,0,train
Bad management,0,train
Not for everyone,0,train
Consultant,1,train
Microsoft sales role review.,1,train
Get foot inserts,0,train
Apple,1,train
Sort Center Troubles,0,train
Better than working at a fast food restaurant,0,train
Great Place to Work,1,train
senior subject matter expert,0,train
Depends on the team,1,train
"It could be fine in the short-term, if you need something fast",0,train
Seasonal Fulfillment Associate,0,train
review of the private company,1,train
Was treated like damaged goods after being injured. I definitely would not work here again!,0,train
Cult of growth,1,train
Dealing With Ambiguity,0,train
First in its class employer for tech-saavy individuals who like the big ¡®corporate¡¯ feel.,1,train
"After 5 years, it gets old. Great college job.",1,train
Fulfillment associate,1,train
Stay away from iTunes,0,train
WAREHOUSE ASSOCIATE,0,train
Amazon FC: High Manager Turnover,0,train
About Amazon,1,train
"bad management, frictions all the time, mad way to use numbers",0,train
Area Manager,0,train
Abusive,0,train
Amazon work pressure,1,train
Fulfillment Associate,0,train
Great Company,1,train
Arrogance,0,train
Detached,0,train
"Good start for beginners, not so much for others",0,train
Was ok to work there but not fast paced,0,train
"Not horrible, but could be better",1,train
Jump ship while you can,0,train
Very heavy workload without much reward (Fulfillment Center),0,train
Great company,1,train
Current employee,1,train
rating the rate,0,train
"Smart, Dedicated People",1,train
"Great at first, not for long term",1,train
Ehhh,0,train
Warehouse,1,train
Working at Facebook is very fulfilling,1,train
One of the best tech company to work for with ton of things to learn,1,train
"overall not too bad, though a fairly pressurized work envorinment",0,train
Amazon,0,train
Management wasn't great and neither was the pay for the job.,0,train
fantastic family company,1,train
Smile on the box but not on the face of the entry level employee. The fulfillment warehouses are Americanized sweat shop,0,train
Where do you go from here,0,train
Eh experience,0,train
Management was very unorganized.,0,train
Great Place to Work,1,train
Retail Position Review,1,train
Relaxed people,1,train
"tr¨¨s bon employeur, tr¨¨s bonne ambiance, mais... un trop de politique.",1,train
Mobility Sales,1,train
Repetitive,0,train
Working at Amazon is nothing but modern day slavery !,0,train
Excellent company to work on.,1,train
Amazon,0,train
Cool Enough,1,train
Get to work on awesome products.,0,train
"Exciting, challenging, but not a great place to build a career",0,train
Overall Happy,1,train
Warehouse Assosicate,0,train
Amazon is an exciting place to work,1,train
Incompetent middle line managers,0,train
Good experience,1,train
Eh...,0,train
Excellent company and benefits.,1,train
Sr. HRA,0,train
Stressful,0,train
Superb Company,1,train
MMR,1,train
Google discriminates on age,0,train
Not the company it was.,0,train
Good place if you're young,0,train
Employees are customers too Jeff,0,train
Software QA Engineer,1,train
"Learned a lot, great manager, smart people couldn't compensate for flawed culture",0,train
best employer,1,train
Lots of talent to make the best products,1,train
Pathetic managers,0,train
Completely disappointing,0,train
Great company,1,train
Stower,1,train
Stower,0,train
Great leaders and honest culture,1,train
Good experience. Too much demand for the job. Very interesting profile to work. Very good extra allowances.,1,train
Software Engineer,1,train
Cloud Associate,1,train
Product advisor,0,train
Great place to work,1,train
Working @ Apple,1,train
"Overall, great place to work.",1,train
A bit overrated and very corporate/political,1,train
Worst organization ever,0,train
Work as hard as you want! And harder... and harder... and harder...,1,train
ABSOLUTELY HORRIBLE,0,train
OK,0,train
Terrible place to work,0,train
Account Manager,0,train
Positivit¨¦,1,train
Great place to work if you are a full time,0,train
Fun,0,train
Not what I'd expected,0,train
"Fast pace, easy job but.....",1,train
Specialist,1,train
Great company with a sick and immature management culture,0,train
Inside Sales MEA team is scandalous,0,train
it is a decent job if you get with the right group,0,train
Best company in the world,1,train
Good and bad,0,train
Amazon good and bad,0,train
AHA Part Time Pro,1,train
Microsoft Review,1,train
This has been an excellent experience.,1,train
Passion for Apple,1,train
This job is extremely monotonous labor.,0,train
"Customer centric overgrown and inefficient startup, well tuned non-profit machine at the expense of its own employees",0,train
amazon,0,train
If you have a family - RUN AWAY,0,train
Deliverable focused environment,0,train
rate amazon a d-,0,train
Genius,1,train
I'm using macbook and iphone that is my experience,1,train
Microsoft was an ok place to work for.,0,train
Not Employee-focused,0,train
Great working environment and coworkers,1,train
Job for very superficial people,0,train
Sr Software Engineer,0,train
Great name but be careful,0,train
"Stay Away. No Work-Life Balance. Management is Hideous, Awful, Narcissistic.",0,train
Great company,1,train
MSFT - no longer the fun company it once was,0,train
Great,1,train
"Market forces has changed, working conditions has changed ...",0,train
Placesence surveyor,0,train
Former Microsoft Employee Feedback,0,train
Former employee of nine years,1,train
Utopique.,0,train
Software Engineer,1,train
Program Manager,1,train
The Tech Ship Is Sinking,0,train
SDM,0,train
Scanner,0,train
leader,1,train
"Run fast, run hard, never look back",0,train
Senior Technical Program Manager,1,train
Part time fulfillment associate,1,train
Enriching,1,train
"Opportunities, Excellent Pay/Benefits, Inconsistent Culture",1,train
Satisfied,1,train
Store experience,1,train
Amazon inflate number of employees but less hours to work,0,train
Lots of walking!!,1,train
Awesome,1,train
Customer Service,0,train
Good learning experience,1,train
Developer support,1,train
SDET II,1,train
One of the best company to work for,1,train
FC Associate I,0,train
Lack of respect for employees,0,train
Fulfillment associate,0,train
Software Engineer,1,train
Best retail job you could have!,1,train
General Labor,1,train
"Worked on archaic legacy code with really awesome, incredibly smart, passionate and dedicated people.",1,train
Worst Company,0,train
Good company,1,train
RSP,0,train
Design intern,1,train
Amazon does not care about it's employees.,0,train
Inbound Support Services,1,train
Why does Glassdoor highlight positive reviews?,0,train
"Pay good, but FTE work/life balance can be terrible, depending on team",1,train
Onsite Medical Representative,0,train
Software Enginner,1,train
"decent company, poor management.",0,train
iOS Senior Advisor,0,train
Ok,0,train
Just don't.,0,train
"Overall, great company to work for!",1,train
My worst job experience with a company,0,train
Janitor,0,train
Support Engineer,0,train
modern slavery,0,train
Good for retail,0,train
Global leader in their field,0,train
Good company,1,train
"Great products, terrible company.",0,train
"Good company, very stressful",1,train
Moyen,0,train
Good place to work,0,train
Warehouse Associate,1,train
Great people to work with,1,train
Content Quality Analyst,1,train
Program Manager,0,train
Okay company lacks good culture,1,train
Great Environment,1,train
Stow,0,train
A good place to learn and grow,1,train
Finance Manager,0,train
SMX Hired - Picker,0,train
Good place if you are willing to learn and do work at a fast pace,0,train
A little less management but more inspirations,1,train
Terrible place to work,0,train
Amazon Smart Home Services,0,train
Warehouse Associate,0,train
Good,1,train
Microsoft,0,train
line worker,0,train
Amazon SDE,1,train
Nice company,1,train
"Extremely tiring, you age too fast",0,train
"Amazing company and wonderful opportunities, with some hiccups.",1,train
As good as a big company can be,1,train
"Team Manager, Customer Experience",1,train
currant employee(3 years),0,train
If They Can Hire Outside The USA They Will,0,train
Disappointing,0,train
Money isnt everything,0,train
Inside Amazon,0,train
Mediocre,0,train
Excellent Company,1,train
The most have amd unorganized company I habe ever come into contact with.,0,train
Awesome opportunity to learn cloud services,1,train
Amazon tries to be innovative and seek for people who think different,1,train
Senior analyst,1,train
Definitely the top for a Retail job,1,train
cdfsdfsdf,1,train
Area manager,0,train
Apple Retail is not what is once was,1,train
Recruiting is a 'black hole.',0,train
Stressful work environment and no support from management,0,train
What happened?,0,train
"AVOID FB, incompetent management, bias against women",0,train
Among best companies to work for in Belgrade,1,train
Cult-ish,0,train
software engineer for office,1,train
Growth Opportunities,0,train
ICQA,0,train
Great Company to work for...,1,train
The worst decision of my life,0,train
Contractor,1,train
Entitlement and Micromanagement,0,train
Good Job To Have,1,train
Solid place to grow a career,1,train
Manage your expectations & have an exit strategy,0,train
Product Management at AWS,1,train
Don't do it!,0,train
Everything you're reading on Gawker is true,0,train
Picker,0,train
Google Fixed Term Residency Program,1,train
Awesome place to grow and learn,1,train
Best place for experience,0,train
This job is terrible.,0,train
my experience at M.S,0,train
Seasonal fulfillment,1,train
Warehuse Operative,0,train
"Amazing culture, great experience",1,train
"A great company to work for at the edge of online technology, growing at a very fast pace globally.",1,train
Senior software engineer,0,train
Google is very nice,1,train
Work here if you want to kill your back,0,train
Test associate,0,train
One of the best companies to work for if you are obsessed about customers and finding solutions for real world problems,1,train
At Home Advisor - Its Not Pretty,0,train
working at amazon,1,train
handling monotony of customer questions,1,train
Virtual CSA: Be Prepared!,0,train
"Great benefits, work life balance (unless you're a dev)",1,train
Technical Specialist,0,train
"Smart people, diverse products, strong company with room for long term career growth in Tech.",1,train
Good Workplace,1,train
Great place to work,1,train
Not to great. Not to bad.,1,train
Great place to Work,1,train
Sweat shop,0,train
EPG Alliance Manager,0,train
I'd recommend,1,train
Do Not Work Here!,0,train
Good learning worst culture,1,train
Clunky But Mostly Positive,1,train
Journey of a lifetime.,1,train
Product Manager,0,train
Ruskin Amazon,0,train
Strong Roots and looking to change the world,1,train
Hardware Engineering Intern,1,train
"Some interesting work (if no life), with little local innovation or leadership in a cold corporate experience",0,train
Partner Development Manager,1,train
"Very organized company, high standards, good resources to work with.",1,train
Microsoft,0,train
great,1,train
great company to work for,1,train
The Truth Will Set You Free!,0,train
Fun place to work.,1,train
Use to be a great place to work now it's a sinking ship ...,0,train
No surprises,1,train
Operations,0,train
"Silly Grad, Amazon is for kids.",0,train
Excellent!,1,train
Great Pressure High Pressure,1,train
"Best retail in existence, ... But still RETAIL.",0,train
Do it for money&Benefits...Not career,0,train
Awful,0,train
"Great company, you learn a lot",1,train
Come in! Be ready to work hard and have lots of fun!,1,train
System hardware engineering,1,train
Great company but limiting growth and ownership,0,train
Amazon Video UK,1,train
¡°Medical insurance cover riddled with ageism¡±,0,train
Good work experience for new grads,1,train
Creative,0,train
Sr. Product Marketing Manager,1,train
picker,0,train
Company,1,train
Don't work for Amazon if you value your sanity,0,train
Don't work for the Hungarian office,0,train
"interesting work, too many sacred cows",0,train
great company,1,train
Good company to work whole life,1,train
It's Still Day 1,1,train
Great place to work in.,1,train
Process Assistant,0,train
At Home Advisor,0,train
Work Life balance is destroyed,0,train
A Bunch of Bumbling Idiots,0,train
Bad programmers,0,train
Weak,0,train
Engineer,0,train
Program manager,0,train
Apple,0,train
Absolutely Amazing. worth a lifetime,1,train
Best place to start the first job,1,train
Amazon fullfilment,1,train
TPM,0,train
Living in a time capsule,0,train
Selfish Company,0,train
Best Company to work for... ever. I have never found a more open company.,1,train
"Great team, learn as you go",1,train
Great place to grow,1,train
Good place to learn and Grow but dont go for Chennai location,0,train
Store Manager,0,train
"Managers, Get a Grip!",0,train
Area Manager,0,train
Stower,1,train
Program Manager- Analytics,1,train
Great place to work but challenging,1,train
Senior Software Engineer,1,train
Culture of growth,1,train
Hectic job,0,train
FTE experience review,0,train
Software Engineer,1,train
"Work Hard, Have Fun",1,train
what Credo?,0,train
Could have been better experience,0,train
Sweatshop,0,train
Great company to work for,1,train
Still a long ways to go,0,train
Excellent company,1,train
They treat you well,1,train
"Dynamic environment, a lot of career opportunities",1,train
"Good benefits, leisure working environment. Limited career development because of the stable employee.",1,train
I really enjoy the environment,1,train
Exploitation at it's finest.,0,train
A perfect place for workaholic only,0,train
No Peace,0,train
first review,1,train
Challenging,1,train
AWESOME,1,train
Bad Culture,0,train
Good place to work at.,1,train
Chaotic & Backbreaking,0,train
awesome company,1,train
Need a Job,0,train
Analyst,1,train
You are an expendable resource making a dime off Bezo's dollar profits while physically breaking yourself.,0,train
Fulltime Warehouse Associate,1,train
Seasonal Employee-Terminated-Horrible Treatment,0,train
Dont do it,0,train
Warehouse,0,train
Talent Manager,1,train
I love Amazon!,1,train
Not fair,0,train
fulfillment associate,0,train
Very Good,1,train
Slow downhill ride,0,train
Micro-management and busy work,0,train
Not a great place to work.,0,train
Tired of the Tantrums,0,train
Fulfillment Associate - Ruskin Facility,0,train
Software Engineer,0,train
Avoid EMEIA DFA in Europe Finance,0,train
"Safety is no problem, no problem at all",0,train
Working at MS,1,train
Great Company,1,train
Cool place to chill out and learn,1,train
"Fast paced, high stress, high pay, but tough on the family",0,train
BEST COMPANY,1,train
Good career growth only for the extraverts,0,train
Good place to work,1,train
Studio Video Producer,1,train
Not a good choice for a long term career,0,train
Think carefully before accepting a position at Amazon Fulfillment Centers.,0,train
Its still day 1 at Amazon,1,train
don't believe the hype,0,train
Security officer,1,train
All about preventing unionization,0,train
Flex but no hours,0,train
AppleCare Advisor,1,train
Great Place to Start a Career,1,train
Good hours and excellent pay!!!,1,train
Drink the Apple Kool-Aid or Go Somewhere Else,0,train
CAE1,0,train
Best Company Ever and Amazing Open Culture,1,train
Software engineer,0,train
Warehouse Operative,1,train
Avoid working Apple a Retail.,0,train
Good for technical positions,1,train
Stocking,1,train
Lead,0,train
MISERY,0,train
Great technology. Poor company culture. Confrontational management philosophies,1,train
Good opportunities unless your in a remote office,0,train
Poor Company Culture and Employee Satisfaction,0,train
Great Co. for first or 2nd job - not a place for long-term anymore - to many internal issues,1,train
Microsoft Renewal Rep through Dell,1,train
We are always day one,1,train
One of the top in the nation....but the employees are miserable.,0,train
Manager Investigations,0,train
Computer Science Academy Resident,1,train
I was greeted with a warm welcome into a wonderful positive culture and was pushed to better myself and learn more.,1,train
Mostly good. Highly variable depending on your immediate team and manager.,1,train
Apple,1,train
Good company,1,train
very dissapointed,0,train
Great,1,train
"Great technology, lost cycles developing worthless muscles",1,train
Good place to work,1,train
Manager @ Amazon,1,train
Perfect :),1,train
HR Business Partner,1,train
"Complex interview for a boring, uninteresting job.",0,train
"Great company, but retail sucks",0,train
Prestigious and Not Worth It,0,train
Great Company. Awesome People.,1,train
"The big, cold, silver meat locker",0,train
Going downhill,0,train
AWS,0,train
Mixed experience,0,train
Lots of Backstabbing,0,train
Great company to work for,1,train
just a number,0,train
Operational Overload,0,train
Process Assistant,0,train
Great company to work for until your luck runs out,1,train
Horrible - avoid unknown businesses like Amazon Tickets,0,train
Good,1,train
Good,1,train
Product advisor,1,train
Client Lead Recruiter,1,train
Not the best job.,0,train
Genius,0,train
Job can get boring.,1,train
I would not recommend this job to anyone,0,train
Amazon prime now,1,train
Professional status,0,train
"At Netflix the technology is the WHAT you do, providing great content for subscribers to enjoy is the WHY",1,train
Apple Is Amazing,1,train
Very hard to land on projects that benefit your career.,0,train
Stay Away,0,train
Perfect culture for the right person,1,train
I love my job,1,train
Some good and some bad,0,train
my review,0,train
decent...,1,train
QA Engineer,0,train
Great company to work for,1,train
Working at Amazon,0,train
Warehouse Teir I,0,train
Business Analyst,1,train
Have Courage to Change the Field Culture!,1,train
Great place to work!,1,train
Sales Operations Analyst,1,train
Just a number,1,train
Microsoft is fantastic place to work,1,train
Head of Growth,1,train
Amazon,1,train
A beatiful place to work,1,train
Premier Field Engineer role - Stay Away,0,train
Cloud computing,1,train
not bad,1,train
A few about Amazon,0,train
The worst company I have ever worked for,0,train
Solid company,1,train
"Cheap place to work, drastic year over year cuts, overworked, underpaid.",0,train
Opportunities for growth can be largely determined by team situation/managers,1,train
Getting worse and worse,0,train
Software Developer,0,train
High salary and low everything else,0,train
Amazing,1,train
"It is great at a retail level, if you like retail.",1,train
My Experince at MSFT,1,train
Lmtoc agent,0,train
It was the best of times...it was the worst of times...,1,train
Working as a senior Risk investigator,0,train
Operations Specialist,1,train
Don't do it!,0,train
Microsoft is a great employer,1,train
Working in Amazon,1,train
SDE2,0,train
Work with the best people and best technology.,1,train
Warehouse Assistant - Picker,0,train
Fulfillment Center,1,train
Software engineer,1,train
Another Ibrick in the IWall,0,train
Good for what it is,0,train
"Good benefits, but hard to climb",0,train
Amazon Fulfillment,0,train
Simply the Best,1,train
Great company to work at,1,train
SETI,0,train
I love Amazon,1,train
Working at Microsoft,1,train
"Amazing Company, Terrible Org",0,train
HR Manager,0,train
A company which is still in business because of initial lead and good business men not technology,0,train
Finance Manager,1,train
Area Manager Insight,0,train
Turnover is high,0,train
MACH program,1,train
Would not work here again,0,train
Helps to be in the Right Product Group,1,train
Internship Experience at Microsoft Research India,1,train
Worst,0,train
Advance by being unhelpful and tripping up your peers.,1,train
PCS,0,train
Stay Away,0,train
Brand Ambassador,1,train
about msft,1,train
Fulfillment Associate,0,train
PM,1,train
Very mature organisation,1,train
Great for people without college,0,train
Worst company I ever worked for!!!!,0,train
software engineering,0,train
Terribly disappointing experience,0,train
It's a good job but it's exhausting and not for everyone,1,train
Take a tour of the AMZN,1,train
Long Time Employee,1,train
Disappointing to say the least.,0,train
Field Sales Roles,0,train
Have a backup plan,0,train
Avoid if have better options but get exp as much as you can and leave this toxic place.,0,train
You get out what you put in,1,train
Good Experience,1,train
Program Manager,0,train
Very dysfunctional company,0,train
Good place to work at,1,train
Only work here temporarily unless you hate yourself,0,train
Working for the No.1 e-commerce,0,train
Work Work Work!,0,train
Amazon fulfillment center in Lexington,1,train
"Good pay, fun work but no work life balance",1,train
Stower,0,train
Good experience.,1,train
Area Manager,1,train
Hit or Miss,1,train
Program Manager,1,train
Slecht,0,train
Warehouse Associate,1,train
"Good company, bad experience",0,train
Great company,1,train
Exciting Times,0,train
WHAT'S IT LIKE WORKING AT AN APPLE RETAIL STORE : 2014 EDITION,0,train
Good Pay | No Work Life Balance,0,train
Only If You Can Play the Game,1,train
Great place to work with slow upward movement,1,train
Seasonal Warehouse Associate - Moreno Valley,0,train
Working at Amazon is the exact opposite of being a customer to Amazon,0,train
Great first job out of college! Serious disconnect going on within management.,1,train
Go for it,1,train
Interview Experience,0,train
Soecialist,1,train
Buckle your seat belts!,1,train
Great Company Ethos not shared by all sites,0,train
Poor work life experience,0,train
Explosive opportunity,1,train
Simply amazing workplace with incredible opportunities,1,train
"Interesting place to work, let down by politics",0,train
Stay far away,0,train
Site Reliability Engineer,0,train
Grown up tech,1,train
Amazing Company,1,train
The meat factory rumors are true,0,train
Apple AHA,1,train
Researcher,1,train
Ups and downs,1,train
Transaction Risk Investigator,1,train
Retail: learned to communicate but also to stop thinking at all,0,train
"Work Hard, Have Fun, Make History",1,train
strategist,1,train
Signing your life away,0,train
Project Manager,0,train
Pros-Cons,0,train
Regional Operations Manager,1,train
Software Engineering Intern,1,train
Golden shackles,1,train
Amazon the Conglomorite,1,train
Sales Manager,1,train
it was alright,0,train
Hard work but rewarding,1,train
Collaborative team with lots of career growth,1,train
Great Company,1,train
Software Development Engineer in Test,1,train
"Fun environment, but frustrating hours and policies.",1,train
Expected more from the giant,0,train
GReat place to work,1,train
Good,1,train
Great place to work,1,train
Part-time Product Advisor perspective,1,train
Associate Analyst,0,train
great,1,train
Fun Place,1,train
Individual Contributor Tech 4,1,train
Good and friendly environment superb,1,train
Treats young experienced talent as tools,0,train
Happy after almost 4 years,1,train
ProduktMarketing,1,train
"Engineering Manager, R&D team",1,train
Sales,0,train
Manager,1,train
Software Engineering Manager,1,train
double standards all over the place,0,train
Has it's mojo back,1,train
Favoritism,0,train
Apple online store,0,train
Senior Imaging Support Associate,1,train
Support Engineer,1,train
Keiner ist sicher vor einer K¨¹ndigung,0,train
Great pay & Benefits,1,train
"Treat management like crap. Everything they say they do for safety for associates, they violate for managers.",0,train
Good place to work,0,train
Good self motivator,1,train
Microsoft is not bad,1,train
Awesome Company To Grow,1,train
"Run Away... Far, Far Away",0,train
Pros = Cons,0,train
"Great, lasting experience",1,train
Software Engineer,1,train
Tech specialist,1,train
good work experiance,1,train
A great career and place to work,1,train
Hard work low pay Like a sweat shop!!,0,train
Vendor Manager,0,train
Good pay,1,train
Excellent Working Experience,1,train
Review,0,train
Good Job During College,0,train
They treat you like robots.,0,train
Basting in its former glory,0,train
Love the flexibility,0,train
Not recommended to join,0,train
Avoid Finance Roles,0,train
"Rather Good Experience, Amazing on CV",1,train
Project Manager,1,train
Unprofessional Practices,0,train
New Management Culture Needed,1,train
"Great Company Benefits, but emphasis is not on the employees",0,train
Best place to work EVER,1,train
Great learning experience,0,train
Great place to learn and grow,1,train
"If you want to learn new skills, please think 100 times before you take job in Microsoft.",0,train
Not the Same Company Jeff Bezos Describes,0,train
Microsoft,1,train
Perfect build up to challenges!,1,train
Can be great for younger people,0,train
"Low pay, high glass ceilings.",0,train
there is a reason they pay so well.,0,train
pockets of incompetence,0,train
Intern,1,train
experience with manjot,1,train
Fulfillment center associate,0,train
Stable Job,1,train
Depends on what store you work at I guess?,1,train
Tech support,0,train
Software Development Engineer II,0,train
Stay hydrated.,0,train
SENIOR SERVICE ENGINEER LEAD,0,train
The cult of Amazon,0,train
Working at Amazon,0,train
I worked very hard and it was rewarding,0,train
Great company,1,train
Great company but really depends on your manager and team,1,train
Apple employee former,1,train
FA,1,train
advancement not possible,0,train
Keep Your Head Down,1,train
Business Sales Lead,0,train
Relentless pace of work,1,train
More cons than pros,0,train
Transperent and interesting selection procedure,1,train
Fast-paced environment,0,train
Data engineering manager,1,train
"One of 18,000 gone - kind of OK with that.",0,train
Moving,1,train
Data Engineer,1,train
table games dealrer,0,train
Langweilig und ungerecht,0,train
Terrible,0,train
Working at an Amazon Fulfillment Center,1,train
Cushy Job,1,train
Work Life Balance,1,train
Google is the best place in the world to work - if you're an engineer,0,train
Drink the Koolaid @ Apple.,1,train
Decent Retail Job,0,train
Too much pressure for the role of customer service agent,0,train
Great People,1,train
Area Manager,0,train
Movies 101,1,train
Facebook research scientist,1,train
Terrible for work-life balance,0,train
Retail is fun and painful,0,train
"Challenging, fast-paced role that develops people and creates owners of the world's best technology.",1,train
"Great place to grow, but be prepare to pay for it",1,train
Customer Service Associate,0,train
Challenging and long hours,1,train
Ugh. Don't believe the hype,0,train
Good,1,train
Nice,1,train
"Great people, great benefits, good company",1,train
Very huge company with best engineers in the world.,1,train
Seasonal work at home,0,train
Marketing Manager,0,train
Software Engineer,0,train
Starting pay,1,train
I love working here,1,train
Product,1,train
Sow,0,train
Fast paced environment with huge growth options. Not for mild hearted!!!,1,train
Executive Assistant,1,train
Internship at Facebook,1,train
Not sure if it is worth it,1,train
Warehouse Assoc RSP/ICQA,0,train
"Decent place, nothing truly negative or positive",1,train
Moving at the speed of innovation.,1,train
Enjoyed the Experience,1,train
"Some great teams, and a lot of terrible teams",1,train
Modern slavery,1,train
Chaotic culture. Panic and burn out yourself.,0,train
"Energetic, challenging, community, competitive pay for retail environment",1,train
Creative,1,train
